gene_id (Stringtie)	gene_id (Stringtie_gtf)	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HG1	HG2	HG3	DG1	DG2	DG3	
MSTRG.32742	MSTRG.32742_jg29811	31.91356969	-2.338880218	0.857710128	-2.72688889	0.006393456	0.029889719	55.28949723	55.30598033	48.96166144	23.57789669	3.788321899	4.558060561	
MSTRG.21965	MSTRG.21965_jg28124	51.15157615	2.621541121	0.961366382	2.726890778	0.00639342	0.029889719	0	10.28948471	31.62107302	97.80460848	70.71534212	96.47894855	
MSTRG.31405	MSTRG.31405_jg1141	40.86192534	2.53437291	0.929421208	2.726829223	0.006394613	0.029889719	0	18.00659825	17.34058843	75.09996723	92.18249955	42.54189857	
MSTRG.34690	MSTRG.34690_jg31802	28.83209462	-2.24922104	0.82492362	-2.726580964	0.006399425	0.029906889	76.69188325	41.15793885	25.50086533	4.366277164	17.67883553	7.596767602	
MSTRG.5966	MSTRG.5966_jg14778	8.102381049	-4.508850346	1.654270014	-2.725583071	0.006418802	0.029949467	28.5365147	9.003299124	9.180311521	0	1.89416095	0	
MSTRG.37318	MSTRG.37318_jg19953	12.97465903	-2.437113172	0.894438032	-2.724742336	0.006435169	0.030009831	24.96945036	14.14804148	26.52089995	4.366277164	2.525547933	5.317737322	
MSTRG.25036	MSTRG.25036_jg36235	15.59701851	-4.285161502	1.573070236	-2.724075127	0.006448184	0.030059848	60.64009373	9.003299124	19.38065765	0	0	4.558060561	
MSTRG.36462	MSTRG.36462_jg19123	39.06120424	2.456288369	0.902200275	2.722553335	0.006477958	0.030154444	0	18.00659825	17.34058843	62.87439117	81.44892083	54.69672674	
MSTRG.22596	MSTRG.22596_jg28735	440.7125236	-2.150835655	0.790187507	-2.721930726	0.006490175	0.03018814	1701.489689	321.5463973	135.6646036	172.9045757	214.6715743	97.99830207	
MSTRG.26294	MSTRG.26294_jg16511	5.273913442	-5.248214517	1.929673963	-2.719741582	0.006533295	0.030332744	19.61885385	5.144742356	6.12020768	0	0	0.75967676	
MSTRG.20831	MSTRG.20831_jg33201	11.37175036	-3.184402048	1.171627175	-2.717931195	0.00656915	0.03047285	37.45417554	12.86185589	11.22038075	0.873255433	1.262773966	4.558060561	
MSTRG.19001	MSTRG.19001_jg23360.2	11.37434622	6.541414697	2.416505996	2.70697226	0.006789993	0.031128212	0	0	0	36.67672818	31.56934916	0	
MSTRG.28204	MSTRG.28204_jg4380	34.2091078	-2.167810355	0.800858675	-2.706857556	0.006792339	0.031133532	64.20715807	59.1645371	44.88152299	2.619766299	21.46715743	12.91450492	
MSTRG.28771	MSTRG.28771_jg4931	11.09050397	3.766489007	1.395024575	2.699944556	0.006935103	0.031605821	0	0	4.080138454	19.21161952	18.9416095	24.30965633	
MSTRG.20906	MSTRG.20906_genb_36901	6.436436215	-4.619892859	1.712676908	-2.697468995	0.006986879	0.031767142	12.48472518	15.43422707	9.180311521	0	0	1.51935352	
MSTRG.16927	MSTRG.16927_jg10308	5.581077241	5.512371821	2.045899972	2.694350602	0.007052594	0.031977821	0	0	0	12.22557606	3.788321899	17.47256549	
MSTRG.3017	MSTRG.3017_jg27089	343.4382991	2.015991991	0.748310392	2.694058525	0.007058777	0.031991747	49.93890072	141.4804148	216.247338	234.9057114	1193.952785	224.1046443	
MSTRG.24793	MSTRG.24793_jg36021	5.27829062	5.43563887	2.017840934	2.693789574	0.007064475	0.032002386	0	0	0	5.239532597	11.99635268	14.43385844	
MSTRG.501	MSTRG.501_jg15868	27.10492965	3.527169682	1.309335993	2.693861394	0.007062953	0.032002386	0	12.86185589	0	41.91626078	56.1934415	51.6580197	
MSTRG.29109	MSTRG.29109_jg8886	18.80053342	-2.453809815	0.911174758	-2.693017771	0.007080849	0.032053052	48.15536855	20.57896943	26.52089995	11.35232063	3.156934916	3.038707041	
MSTRG.8091	MSTRG.8091_jg6337	10.98051552	6.491835747	2.41240834	2.691018613	0.007123422	0.032212443	0	0	0	0	30.93796218	34.94513097	
MSTRG.21518	MSTRG.21518_jg27704	5.172501679	5.402332697	2.009509348	2.688383959	0.007179879	0.032356284	0	0	0	14.84534236	6.313869832	9.875797883	
MSTRG.6204	MSTRG.6204_jg15001	7.952661881	4.24764131	1.580653968	2.687268305	0.007203906	0.032437564	0	0	2.040069227	16.59185322	13.89051363	15.1935352	
MSTRG.18067	MSTRG.18067_jg22462	5.744864565	5.553510382	2.067214423	2.686470412	0.007221134	0.032480878	0	0	0	21.83138582	8.839417765	3.798383801	
MSTRG.20387	MSTRG.20387_jg32781	12.88154126	4.014011926	1.495288971	2.68443893	0.007265165	0.032628621	0	0	4.080138454	7.859298896	41.04015391	24.30965633	
MSTRG.30793	MSTRG.30793_jg562	11.03795248	6.499850095	2.424804558	2.680566594	0.007349764	0.032931443	0	0	0	0	44.19708882	22.03062605	
MSTRG.34298	MSTRG.34298_jg31425	7.73067727	-6.807060773	2.542287847	-2.677533459	0.007416644	0.033133231	32.10357903	0	14.28048459	0	0	0	
MSTRG.27483	MSTRG.27483_jg3696	16.9709408	-3.86722804	1.446499972	-2.673507166	0.007506267	0.033436893	46.37183638	20.57896943	28.56096918	0	6.313869832	0	
MSTRG.13716	MSTRG.13716_jg21170	103.1248024	2.475403153	0.928177192	2.666951068	0.007654282	0.03391211	0	42.44412444	51.00173067	158.9324888	208.3577045	158.0127661	
MSTRG.36256	MSTRG.36256_jg18932	43.74340953	-2.121595787	0.795673277	-2.666415788	0.007666481	0.033938857	115.929591	38.58556767	59.16200758	18.33836409	25.88686631	4.558060561	
MSTRG.7569	MSTRG.7569_jg5844	8.036618844	-4.826709614	1.811908901	-2.663880955	0.007724489	0.034136756	32.10357903	10.28948471	4.080138454	1.746510866	0	0	
MSTRG.32870	MSTRG.32870_jg29933	119.1248072	-2.750024747	1.032433626	-2.663633455	0.007730174	0.034144637	212.2403281	192.9278384	217.2673727	0	42.93431486	49.37898942	
MSTRG.36887	MSTRG.36887_jg19540	27.72095167	2.533293186	0.951518997	2.66236743	0.007759313	0.034210035	0	11.5756703	12.24041536	34.05696188	68.18979419	40.26286829	
MSTRG.27513	MSTRG.27513_jg3725	28.02642785	-2.011988872	0.755974037	-2.661452341	0.007780435	0.034274385	69.55775458	36.01319649	29.58100379	7.859298896	18.31022251	6.837090842	
MSTRG.30495	MSTRG.30495_jg279	15.37196125	-2.775600914	1.043520818	-2.659842396	0.007817722	0.034404006	21.40238602	19.29278384	39.78134992	0.873255433	2.525547933	8.356444363	
MSTRG.17404	MSTRG.17404_jg10751	5.460360106	5.479457122	2.062258889	2.657017095	0.007883545	0.034560438	0	0	0	18.33836409	3.788321899	10.63547464	
MSTRG.15099	MSTRG.15099_jg1340	28.03496009	2.568740883	0.967343628	2.655458523	0.007920067	0.03464122	0	10.28948471	13.26044997	27.07091842	60.61315039	56.97575702	
MSTRG.27066	MSTRG.27066_jg17258	11.39137828	6.545570809	2.465904488	2.654429983	0.007944252	0.034710659	0	0	0	0	56.1934415	12.15482816	
MSTRG.28755	MSTRG.28755_jg4918.2	13.84795423	2.777916622	1.046633354	2.654144942	0.007950967	0.034734214	0	3.858556767	6.12020768	26.19766299	23.36131838	23.54997957	
MSTRG.23545	MSTRG.23545_jg13503	9.215912458	-4.112326844	1.550106203	-2.65293232	0.007979587	0.034805169	41.02123988	5.144742356	6.12020768	1.746510866	1.262773966	0	
MSTRG.9435	MSTRG.9435_genb_7791	4.88786997	5.32363657	2.007549585	2.651808258	0.008006199	0.034882636	0	0	0	9.605809762	11.3649657	8.356444363	
MSTRG.4112	MSTRG.4112_jg25569	21.15738643	2.352839006	0.888537704	2.647990058	0.008097191	0.03514494	5.350596506	10.28948471	5.100173067	23.57789669	19.57299648	63.0531711	
MSTRG.36210	MSTRG.36210_jg18892	10.37289316	-4.47063655	1.689730057	-2.645769678	0.008150529	0.035297029	44.58830421	9.003299124	6.12020768	0	2.525547933	0	
MSTRG.18944	MSTRG.18944_jg23310	79.19970403	2.047057863	0.775359514	2.640140252	0.008287172	0.035739111	12.48472518	23.1513406	56.10190374	39.29649448	179.3139032	164.849857	
MSTRG.24820	MSTRG.24820_jg36045	11.97832502	6.618062764	2.509449241	2.637257075	0.008357946	0.035985185	0	0	0	0	65.03285927	6.837090842	
MSTRG.29286	MSTRG.29286_jg9055	47.86449773	2.741097395	1.040065277	2.63550515	0.008401215	0.036083581	0	9.003299124	27.54093456	45.40928251	145.2190061	60.01446406	
MSTRG.33380	MSTRG.33380_jg30532	10.65343114	6.446564478	2.447699189	2.633724155	0.008445407	0.036219235	0	0	0	39.29649448	24.62409234	0	
MSTRG.27675	MSTRG.27675_jg3877	31.93018884	-2.329305933	0.884825079	-2.632504422	0.008475792	0.03630551	62.4236259	41.15793885	56.10190374	8.732554329	1.89416095	21.27094929	
MSTRG.11349	MSTRG.11349_genb_33307	45.26082872	-2.134268534	0.811103577	-2.631314414	0.008505531	0.036381999	103.4448658	55.30598033	62.22211142	35.80347275	9.470804748	5.317737322	
MSTRG.19367	MSTRG.19367_jg23706	28.21354584	-3.11830255	1.185716632	-2.629888514	0.008541287	0.036493328	114.1460588	25.72371178	12.24041536	0.873255433	13.25912665	3.038707041	
MSTRG.15165	MSTRG.15165_jg1395	10.55288293	6.435102877	2.447068113	2.629719558	0.008545533	0.036499588	0	0	0	0	43.56570184	19.75159577	
MSTRG.25816	MSTRG.25816_jg36995	41.94470377	-2.985292787	1.135746283	-2.628485632	0.008576598	0.036596551	121.2801875	69.45402181	32.64110763	20.08487496	8.208030782	0	
MSTRG.3119	MSTRG.3119_jg27188	22.82254994	-2.904450716	1.106130239	-2.625776436	0.008645158	0.036823267	60.64009373	34.7270109	25.50086533	7.859298896	8.208030782	0	
MSTRG.17801	MSTRG.17801_jg11128	133.5084427	-2.319921466	0.884688904	-2.622301983	0.0087338	0.037078993	401.2947379	135.0494869	131.5844651	11.35232063	107.3357871	14.43385844	
MSTRG.20683	MSTRG.20683_jg33066	58.97679303	2.918721723	1.113885278	2.620307297	0.008785056	0.037237917	0	14.14804148	26.52089995	20.08487496	191.3102559	101.7966859	
MSTRG.2142	MSTRG.2142_jg8441	30.47772473	-2.176750959	0.83078316	-2.620119262	0.008789902	0.037252442	26.75298253	46.30268121	76.502596	6.986043463	5.051095866	21.27094929	
MSTRG.21705	MSTRG.21705_jg27883	28.70347177	-2.633490583	1.005322462	-2.619548138	0.008804635	0.037272764	73.12481891	27.00989737	47.94162683	19.21161952	1.89416095	3.038707041	
MSTRG.9770	MSTRG.9770_jg24379	30.90991743	-2.938218687	1.121740033	-2.619340134	0.008810006	0.037276675	82.04247976	52.73360915	29.58100379	0	15.78467458	5.317737322	
MSTRG.7313	MSTRG.7313_jg5593	66.50218081	-2.293968457	0.875773012	-2.619364179	0.008809385	0.037276675	246.1274393	39.87175326	45.9015576	9.605809762	38.51460598	18.99191901	
MSTRG.10870	MSTRG.10870_jg3245	80.33057764	-2.784680416	1.064555587	-2.615814948	0.008901479	0.037579727	228.2921176	99.03629036	93.84318443	0	33.46351011	27.34836337	
MSTRG.12910	MSTRG.12910_jg20404	37.16049884	2.394187414	0.915456885	2.615292378	0.00891511	0.037619838	0	15.43422707	19.38065765	62.87439117	75.135051	50.13866618	
MSTRG.38751	MSTRG.38751_jg12278	40.33800163	3.388470187	1.296613773	2.613322685	0.00896666	0.037751708	0	0	20.40069227	58.508114	79.55475988	83.56444363	
MSTRG.31400	MSTRG.31400_jg1139	62.11582323	2.4595946	0.941998325	2.611039249	0.009026753	0.037961107	0	32.15463973	24.48083072	117.8894834	135.1168144	63.0531711	
MSTRG.36031	MSTRG.36031_jg18766	19.68800381	2.760420436	1.058869288	2.606951081	0.009135241	0.038301781	0	6.430927945	8.160276907	33.18370645	16.41606156	53.93704998	
MSTRG.27050	MSTRG.27050_jg17240	4.983978758	5.352240067	2.053487296	2.606414988	0.009149553	0.03833457	0	0	0	5.239532597	9.470804748	15.1935352	
MSTRG.13801	MSTRG.13801_genb_11274	6.78558512	-6.629760144	2.543686568	-2.606358907	0.009151052	0.03833457	0	19.29278384	21.42072688	0	0	0	
MSTRG.7323	MSTRG.7323_genb_17874	4.897677373	5.326660776	2.04443571	2.605443033	0.009175553	0.038415587	0	0	0	6.11278803	8.839417765	14.43385844	
MSTRG.22434	MSTRG.22434_jg28576	15.09604469	2.734410325	1.051601779	2.600233645	0.009316031	0.038818291	0	5.144742356	6.12020768	35.80347275	17.67883553	25.82900985	
MSTRG.1727	MSTRG.1727_jg8050	90.79246216	2.403309783	0.924454748	2.599705163	0.009330389	0.038854488	0	45.01649562	40.80138454	158.9324888	168.5803245	131.4240795	
MSTRG.24285	MSTRG.24285_jg35545	21.03368402	2.512683618	0.966847774	2.598840981	0.009353909	0.038907936	0	9.003299124	9.180311521	25.32440755	41.67154089	41.02254505	
MSTRG.23760	MSTRG.23760_jg13702	36.95736968	-3.684127738	1.417570805	-2.598902097	0.009352244	0.038907936	65.99069024	55.30598033	84.66287291	0	15.78467458	0	
MSTRG.22793	MSTRG.22793_jg12785	169.0257272	2.502023063	0.962956639	2.598271784	0.00936943	0.038953981	0	81.02969211	70.38238832	347.5556623	238.6642797	276.5223407	
MSTRG.28642	MSTRG.28642_jg4808	116.7912118	2.516656992	0.969040788	2.597059921	0.009402552	0.039048403	0	36.01319649	67.32228448	141.4673801	186.25916	269.6852499	
MSTRG.28398	MSTRG.28398_jg4568	89.51133327	-2.905125205	1.119663422	-2.594641523	0.009468962	0.0392466	256.8286323	123.4738166	93.84318443	0	49.24818469	13.67418168	
MSTRG.4434	MSTRG.4434_jg25881	5.615492991	5.522330476	2.130729153	2.591756193	0.009548742	0.039474446	0	0	0	6.986043463	3.156934916	23.54997957	
MSTRG.16732	MSTRG.16732_jg10117	9.454965777	-2.845304708	1.100226493	-2.586108156	0.009706647	0.039998406	12.48472518	27.00989737	10.20034613	3.493021732	1.262773966	2.279030281	
MSTRG.22900	MSTRG.22900_jg12894	6.659937847	-6.602534252	2.553573247	-2.585605978	0.009720798	0.040028162	0	20.57896943	19.38065765	0	0	0	
MSTRG.20239	MSTRG.20239_jg32644	27.35886563	-2.676224961	1.035079657	-2.58552561	0.009723065	0.040031217	51.72243289	47.5888668	42.84145376	0	11.3649657	10.63547464	
MSTRG.30809	MSTRG.30809_jg579	36.8339346	2.534351887	0.980326867	2.585211088	0.00973194	0.040055193	0	10.28948471	21.42072688	35.80347275	82.08030782	71.40961546	
MSTRG.14411	MSTRG.14411_genb_11869	7.215167261	-3.487561783	1.349452527	-2.584427175	0.00975409	0.040125066	17.83532169	12.86185589	9.180311521	0	1.89416095	1.51935352	
MSTRG.5085	MSTRG.5085_jg13931	200.3052466	-2.024464005	0.783699097	-2.583215948	0.009788403	0.040199363	740.16585	155.6284563	69.36235371	81.21275526	102.2846913	53.17737322	
MSTRG.11962	MSTRG.11962_jg34344	68.45037193	2.311419389	0.894826918	2.583091035	0.009791948	0.040207632	7.134128674	29.58226855	31.62107302	39.29649448	254.4489542	48.61931266	
MSTRG.17506	MSTRG.17506_jg10845	60.20889663	2.35724357	0.91384293	2.579484386	0.009894793	0.040503242	0	24.43752619	33.66114224	105.6639074	104.8102392	92.68056475	
MSTRG.10080	MSTRG.10080_jg24667	6.742717035	-3.750509865	1.454728632	-2.578150853	0.009933062	0.040634355	19.61885385	9.003299124	9.180311521	0	1.89416095	0.75967676	
MSTRG.38506	MSTRG.38506_jg12048	18.35592706	-2.798467541	1.086113783	-2.576587818	0.009978086	0.040761574	28.5365147	42.44412444	25.50086533	0	7.576643798	6.077414082	
MSTRG.446	MSTRG.446_genb_28423	5.407014577	5.464763486	2.124059029	2.572792664	0.010088162	0.04111529	0	0	0	22.70464125	4.419708882	5.317737322	
MSTRG.5284	MSTRG.5284_jg14120	23.62067094	2.568843536	0.999497705	2.570134502	0.010165904	0.041323084	0	6.430927945	13.26044997	26.19766299	51.77373262	44.06125209	
MSTRG.33972	MSTRG.33972_jg31111.1	99.30923083	2.387958802	0.929532764	2.568988308	0.01019959	0.04144718	0	43.73031003	51.00173067	157.1859779	169.2117115	174.7256549	
MSTRG.20606	MSTRG.20606_genb_37211	11.59186024	3.097251551	1.21226891	2.554921211	0.010621184	0.04266704	0	3.858556767	3.06010384	33.18370645	19.57299648	9.875797883	
MSTRG.8709	MSTRG.8709_jg6926	7.0312016	-6.668698147	2.610844331	-2.554230472	0.010642279	0.042710643	26.75298253	15.43422707	0	0	0	0	
MSTRG.28234	MSTRG.28234_jg4406.2	11.89156527	3.057093661	1.198436649	2.550901346	0.010744473	0.043009018	3.567064337	0	4.080138454	28.81742929	22.7299314	12.15482816	
MSTRG.37623	MSTRG.37623_jg20240	37.3215183	2.397095527	0.939808989	2.550619919	0.010753152	0.043030638	0	21.86515501	13.26044997	60.25462487	81.44892083	47.09995913	
MSTRG.27672	MSTRG.27672_jg3871	9.566393168	6.293253301	2.469480822	2.54841149	0.010821474	0.043211834	0	0	0	0	31.56934916	25.82900985	
MSTRG.21442	MSTRG.21442_jg27629	30.28710907	2.05648551	0.806987806	2.548347687	0.010823454	0.043213166	3.567064337	16.72041266	14.28048459	77.71973353	28.41241424	41.02254505	
MSTRG.34619	MSTRG.34619_jg31732	7.084967691	-4.310109594	1.69156194	-2.548005776	0.010834068	0.043235818	23.18591819	10.28948471	7.140242294	0	1.89416095	0	
MSTRG.38255	MSTRG.38255_jg11817	12.79157558	-3.195902003	1.254447913	-2.547656201	0.010844929	0.043265967	46.37183638	12.86185589	10.20034613	0.873255433	5.682482849	0.75967676	
MSTRG.8828	MSTRG.8828_jg7038	20.2788025	-3.661939607	1.442026634	-2.539439647	0.01110302	0.044021412	98.09426927	7.717113534	7.140242294	0	5.682482849	3.038707041	
MSTRG.36298	MSTRG.36298_jg18975	77.82460091	-2.64292989	1.041621466	-2.537322796	0.01117039	0.044212987	174.7861525	110.6119607	117.3039805	0	27.78102726	36.46448449	
MSTRG.3648	MSTRG.3648_jg25131	15.67042674	-3.903799197	1.540290443	-2.534456547	0.011262189	0.044471166	57.07302939	18.00659825	13.26044997	0	5.682482849	0	
MSTRG.25311	MSTRG.25311_jg36501	11.22223336	-3.344000694	1.324599692	-2.52453682	0.011585087	0.045408726	37.45417554	16.72041266	7.140242294	3.493021732	2.525547933	0	
MSTRG.4815	MSTRG.4815_jg26245	4.815594663	5.301359754	2.100933672	2.523335137	0.011624755	0.045471984	0	0	0	13.09883149	11.99635268	3.798383801	
MSTRG.33349	MSTRG.33349_jg30505	171.1483894	-2.131963848	0.845037573	-2.522921958	0.011638423	0.045491557	677.7422241	106.7534039	52.02176528	65.49415747	80.81753385	44.06125209	
MSTRG.27078	MSTRG.27078_jg17269	43.5631105	2.448273308	0.974112339	2.513337745	0.011959478	0.046380515	0	14.14804148	25.50086533	45.40928251	66.92702022	109.3934535	
MSTRG.12932	MSTRG.12932_jg20424	46.15608918	-2.849317965	1.135950981	-2.508310669	0.012130996	0.0468657	183.7038134	41.15793885	18.36062304	20.95813039	11.99635268	0.75967676	
MSTRG.28449	MSTRG.28449_jg4617	7.377749891	-4.208140878	1.677876202	-2.508016308	0.012141106	0.046897859	14.26825735	20.57896943	7.140242294	0	0	2.279030281	
MSTRG.6303	MSTRG.6303_genb_31563	97.0967224	2.372904202	0.94623698	2.507727188	0.012151044	0.046929341	0	47.5888668	45.9015576	210.4545593	157.8467458	120.7886049	
MSTRG.11668	MSTRG.11668_genb_33643	25.28663286	-3.322868526	1.325628072	-2.506637114	0.012188577	0.047032789	99.87780144	25.72371178	12.24041536	11.35232063	2.525547933	0	
MSTRG.12441	MSTRG.12441_jg34801	25.08197459	2.529463871	1.010216314	2.503883413	0.01228385	0.047303094	0	16.72041266	5.100173067	49.77555967	41.67154089	37.22416125	
MSTRG.35083	MSTRG.35083_jg17862	106.0775836	2.086738878	0.835577477	2.49736133	0.012512139	0.047948624	33.8871112	42.44412444	44.88152299	41.91626078	407.2446042	66.09187814	
MSTRG.15452	MSTRG.15452_jg1656.1	58.49067968	2.302278362	0.922130851	2.496693782	0.012535716	0.047998427	0	30.86845414	27.54093456	77.71973353	113.01827	101.7966859	
MSTRG.20988	MSTRG.20988_jg33354	8.923875354	-3.55254716	1.42333893	-2.495924958	0.012562918	0.04807223	33.8871112	6.430927945	9.180311521	0	2.525547933	1.51935352	
MSTRG.12879	MSTRG.12879_jg20373	9.106059221	6.221752176	2.492876865	2.495812073	0.012566916	0.04807223	0	0	0	0	22.7299314	31.90642393	
MSTRG.8419	MSTRG.8419_jg6647	40.90112831	-2.706435059	1.08791446	-2.487727812	0.012856209	0.048906672	67.77422241	90.03299124	55.08186912	0	8.208030782	24.30965633	
MSTRG.18804	MSTRG.18804_jg23176	72.34035113	-2.16291548	0.869480217	-2.487595966	0.012860975	0.048906672	249.6945036	55.30598033	49.98169606	41.91626078	30.30657519	6.837090842	
MSTRG.11681	MSTRG.11681_jg34075	8.999151073	6.204911199	2.494540902	2.487396055	0.012868205	0.048914829	0	0	0	0	25.88686631	28.10804013	
MSTRG.3395	MSTRG.3395_jg27454	57.99856251	2.30066017	0.925100436	2.486930155	0.012885069	0.048950585	0	23.1513406	34.68117686	86.45228786	100.3905303	103.3160394	
MSTRG.17897	MSTRG.17897_jg11221	10.06779422	3.627516905	1.460746633	2.483330664	0.01301602	0.04926984	0	0	4.080138454	22.70464125	21.46715743	12.15482816	
MSTRG.7717	MSTRG.7717_jg5982	69.32009586	2.53856398	1.023021523	2.481437509	0.013085365	0.049477143	17.83532169	0	42.84145376	113.5232063	89.02556463	152.6950288	
MSTRG.35060	MSTRG.35060_jg17842	25.35877741	2.529934387	1.020235423	2.479755487	0.01314725	0.04964491	12.48472518	0	10.20034613	35.80347275	58.71898944	34.94513097	
MSTRG.30144	MSTRG.30144_jg9873	47.34030379	2.411714321	0.974420294	2.475024726	0.013322695	0.050123655	0	27.00989737	17.34058843	70.73369006	121.8576878	47.09995913	
MSTRG.9999	MSTRG.9999_jg24586	15.98349402	2.233505222	0.902731293	2.474163949	0.01335484	0.050187545	3.567064337	2.572371178	10.20034613	26.19766299	25.25547933	28.10804013	
MSTRG.26617	MSTRG.26617_jg16822	73.32601739	-2.065930028	0.83686096	-2.468665795	0.013561781	0.050764837	258.6121644	69.45402181	27.54093456	16.59185322	40.40876692	27.34836337	
MSTRG.34561	MSTRG.34561_jg31674	37.59270743	2.318693904	0.939449591	2.468140841	0.013581687	0.050832102	0	15.43422707	21.42072688	68.11392376	75.76643798	44.82092885	
MSTRG.26947	MSTRG.26947_jg17142	11.72097683	-3.255304618	1.31972168	-2.466659954	0.01363798	0.050977387	28.5365147	18.00659825	17.34058843	0	5.682482849	0.75967676	
MSTRG.31329	MSTRG.31329_jg1067.1	127.4133553	4.916039264	1.993279475	2.466307071	0.013651425	0.050991344	0	24.43752619	0	262.8498853	242.4526015	234.7401189	
MSTRG.21427	MSTRG.21427_jg27615	9.194939706	6.235195211	2.529735984	2.464761244	0.013710458	0.051153626	0	0	0	0	12.62773966	42.54189857	
MSTRG.28322	MSTRG.28322_jg4495	14.98340814	3.419277955	1.387520815	2.464307502	0.013727828	0.051203882	0	0	7.140242294	41.91626078	19.57299648	21.27094929	
MSTRG.24868	MSTRG.24868_jg36088	19.91473955	3.392241417	1.37886563	2.460168231	0.01388719	0.051622282	0	10.28948471	0	38.42323905	47.98541072	22.79030281	
MSTRG.25757	MSTRG.25757_jg36935	8.962934741	6.197311518	2.519493738	2.459744759	0.013903586	0.05164469	0	0	0	32.31045102	21.46715743	0	
MSTRG.6006	MSTRG.6006_jg14816	98.29156262	-2.20197013	0.895954175	-2.457681645	0.013983707	0.051839814	247.9109714	118.3290742	118.3240152	52.39532597	50.51095866	2.279030281	
MSTRG.32738	MSTRG.32738_jg29808	5.935556275	-6.436486434	2.620643865	-2.456070632	0.014046555	0.052015838	0	19.29278384	16.32055381	0	0	0	
MSTRG.19904	MSTRG.19904_jg32325	9.327841276	6.257471677	2.548677843	2.455183457	0.014081271	0.052114993	0	0	0	0	46.09124977	9.875797883	
MSTRG.30778	MSTRG.30778_jg547	20.56404993	3.384055025	1.379974822	2.452258528	0.014196263	0.052428989	0	0	10.20034613	56.76160314	17.67883553	38.74351477	
MSTRG.28226	MSTRG.28226_genb_20714	12.88694996	-5.239606012	2.140130632	-2.448264575	0.01435462	0.052828786	64.20715807	0	11.22038075	0	1.89416095	0	
MSTRG.24504	MSTRG.24504_jg35754	29.06201029	2.304799249	0.941842316	2.447117961	0.01440037	0.052982303	0	15.43422707	13.26044997	35.80347275	57.45621547	52.41769646	
MSTRG.8211	MSTRG.8211_jg6450	53.6546368	2.367094292	0.967478853	2.446662566	0.014418576	0.053012142	0	16.72041266	34.68117686	59.38136944	112.386883	98.75797883	
MSTRG.31800	MSTRG.31800_jg28919	14.23304918	-3.935430961	1.608887154	-2.446057793	0.014442785	0.053077643	55.28949723	7.717113534	17.34058843	0	5.051095866	0	
MSTRG.29226	MSTRG.29226_jg9000	8.783657795	6.170526741	2.524784836	2.443981227	0.014526182	0.053280933	0	0	0	0	35.98905804	16.71288873	
MSTRG.8096	MSTRG.8096_jg6342	112.3942056	2.349139816	0.962606929	2.440393629	0.014671266	0.053633262	0	42.44412444	67.32228448	173.7778311	155.3211979	235.4997957	
MSTRG.34255	MSTRG.34255_genb_19427	13.63661897	-3.68951381	1.512657443	-2.439094077	0.014724134	0.053762878	39.23770771	20.57896943	16.32055381	0	5.682482849	0	
MSTRG.30095	MSTRG.30095_jg9828	12.03155649	-3.888561638	1.595521429	-2.437172931	0.014802598	0.053957347	41.02123988	10.28948471	16.32055381	0	0	4.558060561	
MSTRG.18247	MSTRG.18247_jg22636	34.75341168	2.570417014	1.058441937	2.428491279	0.01516179	0.054844769	21.40238602	0	9.180311521	91.69182045	39.14599296	47.09995913	
MSTRG.1707	MSTRG.1707_jg8032	8.494376884	6.121529105	2.52279151	2.426490291	0.015245658	0.055055477	0	0	0	0	22.09854441	28.86771689	
MSTRG.25740	MSTRG.25740_genb_7064	8.47131827	6.117878451	2.522006546	2.425798006	0.015274769	0.055092182	0	0	0	0	26.51825329	24.30965633	
MSTRG.30274	MSTRG.30274_jg10003	8.575523719	6.134061712	2.534272354	2.420442974	0.01550161	0.0556993	0	0	0	26.19766299	25.25547933	0	
MSTRG.24981	MSTRG.24981_jg36184	81.94993207	-2.028151868	0.838458184	-2.4189064	0.015567245	0.055851056	304.9840008	56.59216592	33.66114224	36.67672818	38.51460598	21.27094929	
MSTRG.13483	MSTRG.13483_jg20950	19.22116935	2.231230674	0.923971475	2.41482636	0.015742713	0.056303626	7.134128674	10.28948471	3.06010384	33.18370645	47.98541072	13.67418168	
MSTRG.10268	MSTRG.10268_jg24845.1	8.426878028	6.110590349	2.532867443	2.41251881	0.01584272	0.056568831	0	0	0	0	31.56934916	18.99191901	
MSTRG.38831	MSTRG.38831_jg12348	46.96321278	2.215158937	0.919250325	2.409745068	0.015963671	0.056878116	0	25.72371178	23.46079611	69.86043463	81.44892083	81.28541335	
MSTRG.13318	MSTRG.13318_jg20789	28.46462557	3.348080382	1.390908743	2.407117216	0.016079008	0.057171501	16.05178952	0	0	48.02904881	58.08760245	48.61931266	
MSTRG.323	MSTRG.323_jg15701	84.48080277	2.311427564	0.960469523	2.406560029	0.016103557	0.057214391	0	42.44412444	41.82141915	126.6220378	199.5182867	96.47894855	
MSTRG.20899	MSTRG.20899_jg33268	15.14622462	-3.120177078	1.296726095	-2.40619595	0.016119616	0.057230631	57.07302939	10.28948471	14.28048459	0	3.156934916	6.077414082	
MSTRG.2868	MSTRG.2868_jg26953	29.67042048	3.351663023	1.394995945	2.402632808	0.016277523	0.057635382	0	0	15.3005192	23.57789669	96.60220843	42.54189857	
